"rgn_id","Provincia","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010"
1,"El Oro",0.025925573,0.667346249,0.529835027,0.348087594,0.152456492,0.27923615,0.350184501,0.185621449,0.596814859
2,"Guayas",0.163738471,3.993756128,3.909682186,2.335919362,1.056894486,1.965797847,2.003185748,1.297763844,4.117422464
6,"Santa Elena",0.006381467,0.1650624,0.130377344,0.081173489,0.021805929,0.038247473,0.084617672,0.033997791,0.12849177
