"rgn_id","Provincia","X1990","X2001","X2010"
1,"El Oro",0.031769348,0.015419317,0.048082817
2,"Guayas",0.066984608,0.090898784,0.106345006
6,"Santa Elena",0.025664361,0.031130663,0.049537855
