"rgn_id","sector","weight"
1,"mmw",
1,"aqf",
1,"cf",1.73
1,"se",1
1,"mar",1.97
1,"sb",1.88
1,"tour",1.92
1,"tran",1.88
1,"wte",
2,"mmw",
2,"aqf",
2,"cf",1.73
2,"se",1
2,"mar",1.97
2,"sb",1.88
2,"tour",1.92
2,"tran",1.88
2,"wte",
6,"mmw",
6,"aqf",
6,"cf",1.73
6,"se",1
6,"mar",1.97
6,"sb",1.88
6,"tour",1.92
6,"tran",
6,"wte",
