Year;rgn_id;1km dentro;1km fuera
1969;1;116,1013268;19,62095176
1969;2;156,5485238;12,84827305
1999;1;70,15195349;15,58779172
1999;2;140,5913417;10,46765083
2006;1;63,62972621;11,25127693
2006;2;141,91355;7,743060492
