rgn_id;category;value
1;mangrove_offshore1km;11,25127693
2;mangrove_offshore1km;7,743060492
6;mangrove_offshore1km;
1;mangrove_inland1km;63,62972621
2;mangrove_inland1km;141,91355
6;mangrove_inland1km;
