rgn_id;Provincia;2002;2003;2004;2005;2006;2007;2008;2009;2010
1;El Oro;2,638704834;2,610342188;2,41184852;2,200122541;2,421478196;2,331574199;3,555850734;2,907253094;3,002071156
2;Guayas;16,66530155;15,62168083;17,79716463;14,76441256;16,78673642;16,41407656;20,34079035;20,32592659;20,71127257
6;Santa Elena;0,649505738;0,645645864;0,593487387;0,513065178;0,346345253;0,319359873;0,85922652;0,532482556;0,6463335
