year;Santa Elena;Guayas;El Oro
2002;0,006381467;0,163738471;0,025925573
2003;0,1650624;3,993756128;0,667346249
2004;0,130377344;3,909682186;0,529835027
2005;0,081173489;2,335919362;0,348087594
2006;0,021805929;1,056894486;0,152456492
2007;0,038247473;1,965797847;0,27923615
2008;0,084617672;2,003185748;0,350184501
2009;0,033997791;1,297763844;0,185621449
2010;0,12849177;4,117422464;0,596814859
