fao_id;taxon_name;year;b_bmsy2
87;Cetengraulis mysticetus;1981;1,144242496
87;Cetengraulis mysticetus;1982;0,796224969
87;Cetengraulis mysticetus;1983;0,510173361
87;Cetengraulis mysticetus;1984;0,464260422
87;Cetengraulis mysticetus;1985;0,514645629
87;Cetengraulis mysticetus;1986;0,3295522
87;Cetengraulis mysticetus;1987;0,514061608
87;Cetengraulis mysticetus;1988;0,951672569
87;Cetengraulis mysticetus;1989;1,110146039
87;Cetengraulis mysticetus;1990;1,129304131
87;Cetengraulis mysticetus;1991;0,925362366
87;Cetengraulis mysticetus;1992;0,915387962
87;Cetengraulis mysticetus;1993;1,185326592
87;Cetengraulis mysticetus;1994;1,61488063
87;Cetengraulis mysticetus;1995;1,478405161
87;Cetengraulis mysticetus;1996;1,480595302
87;Cetengraulis mysticetus;1997;1,272871399
87;Cetengraulis mysticetus;1998;1,623110505
87;Cetengraulis mysticetus;1999;1,729644751
87;Cetengraulis mysticetus;2000;1,705444408
87;Cetengraulis mysticetus;2001;1,470059136
87;Cetengraulis mysticetus;2002;1,845172071
87;Cetengraulis mysticetus;2003;1,858111916
87;Cetengraulis mysticetus;2004;1,948187655
87;Cetengraulis mysticetus;2005;1,914991029
87;Cetengraulis mysticetus;2006;1,904478899
87;Cetengraulis mysticetus;2007;1,805169832
87;Cetengraulis mysticetus;2008;1,934751697
87;Cetengraulis mysticetus;2009;1,945473488
87;Cetengraulis mysticetus;2010;1,818288093
87;Cetengraulis mysticetus;2011;1,708034469
87;Cetengraulis mysticetus;2012;1,371756602
87;Cetengraulis mysticetus;2013;1
87;Chloroscombrus orqueta;2004;0,089090288
87;Chloroscombrus orqueta;2005;0,057380835
87;Chloroscombrus orqueta;2006;0,035143554
87;Chloroscombrus orqueta;2007;1,979570452
87;Chloroscombrus orqueta;2008;1,972538307
87;Chloroscombrus orqueta;2009;1,991996879
87;Chloroscombrus orqueta;2010;1,969603273
87;Chloroscombrus orqueta;2011;1,8687067
87;Chloroscombrus orqueta;2012;1,569652032
87;Chloroscombrus orqueta;2013;1,106175592
87;Coryphaena hippurus;1971;1,15621186
87;Coryphaena hippurus;1972;1,087287273
87;Coryphaena hippurus;1973;1,016573596
87;Coryphaena hippurus;1974;0,944847623
87;Coryphaena hippurus;1975;0,872664342
87;Coryphaena hippurus;1976;0,800681653
87;Coryphaena hippurus;1977;0,730120006
87;Coryphaena hippurus;1978;0,663830534
87;Coryphaena hippurus;1979;0,601423304
87;Coryphaena hippurus;1980;0,543503709
87;Coryphaena hippurus;1981;0,490326951
87;Coryphaena hippurus;1982;0,441445622
87;Coryphaena hippurus;1983;0,39773885
87;Coryphaena hippurus;1984;0,368531054
87;Coryphaena hippurus;1985;0,328179927
87;Coryphaena hippurus;1986;0,291223257
87;Coryphaena hippurus;1987;0,26919168
87;Coryphaena hippurus;1988;0,262087021
87;Coryphaena hippurus;1989;0,239841344
87;Coryphaena hippurus;1990;0,221572957
87;Coryphaena hippurus;1991;0,203404933
87;Coryphaena hippurus;1992;0,182173595
87;Coryphaena hippurus;1993;0,164196246
87;Coryphaena hippurus;1994;0,14944282
87;Coryphaena hippurus;1995;0,155238669
87;Coryphaena hippurus;1996;0,151183853
87;Coryphaena hippurus;1997;0,136477346
87;Coryphaena hippurus;1998;0,182534157
87;Coryphaena hippurus;1999;0,23301266
87;Coryphaena hippurus;2000;0,252519222
87;Coryphaena hippurus;2001;0,253730883
87;Coryphaena hippurus;2002;0,344124848
87;Coryphaena hippurus;2003;0,392873563
87;Coryphaena hippurus;2004;0,38459929
87;Coryphaena hippurus;2005;0,397747986
87;Coryphaena hippurus;2006;0,434661886
87;Coryphaena hippurus;2007;0,5408715
87;Coryphaena hippurus;2008;0,624224069
87;Coryphaena hippurus;2009;1,029201073
87;Coryphaena hippurus;2010;1,363024777
87;Coryphaena hippurus;2011;1,544356164
87;Coryphaena hippurus;2012;1,632124137
87;Coryphaena hippurus;2013;1,669887777
87;Decapterus macrosoma;2004;0,440873384
87;Decapterus macrosoma;2005;0,205207242
87;Decapterus macrosoma;2006;0,091924438
87;Decapterus macrosoma;2007;1,918115249
87;Decapterus macrosoma;2008;1,905816463
87;Decapterus macrosoma;2009;1,946264233
87;Decapterus macrosoma;2010;1,968302711
87;Decapterus macrosoma;2011;1,906582122
87;Decapterus macrosoma;2012;1,677035425
87;Decapterus macrosoma;2013;1,15601953
87;Engraulis ringens;2001;1,056191489
87;Engraulis ringens;2002;0,729361544
87;Engraulis ringens;2003;0,903598304
87;Engraulis ringens;2004;0,917903623
87;Engraulis ringens;2005;0,764212198
87;Engraulis ringens;2006;0,8256561
87;Engraulis ringens;2007;1,427710326
87;Engraulis ringens;2008;1,635753637
87;Engraulis ringens;2009;1,669771547
87;Engraulis ringens;2010;1,650921939
87;Engraulis ringens;2011;1,490265741
87;Engraulis ringens;2012;1,359984449
87;Engraulis ringens;2013;1,100164587
87;Etrumeus teres;1981;1,051016426
87;Etrumeus teres;1982;1,705342266
87;Etrumeus teres;1983;1,623840152
87;Etrumeus teres;1984;1,740542211
87;Etrumeus teres;1985;1,803554526
87;Etrumeus teres;1986;1,858863031
87;Etrumeus teres;1987;1,905546865
87;Etrumeus teres;1988;1,917758626
87;Etrumeus teres;1989;1,921242873
87;Etrumeus teres;1990;1,884237402
87;Etrumeus teres;1991;1,838270477
87;Etrumeus teres;1992;1,817598202
87;Etrumeus teres;1993;1,72659996
87;Etrumeus teres;1994;1,808629619
87;Etrumeus teres;1995;1,805971866
87;Etrumeus teres;1996;1,880081969
87;Etrumeus teres;1997;1,968820535
87;Etrumeus teres;1998;1,951670754
87;Etrumeus teres;1999;1,965330663
87;Etrumeus teres;2000;1,963770729
87;Etrumeus teres;2001;1,970028691
87;Etrumeus teres;2002;1,960672798
87;Etrumeus teres;2003;1,949352092
87;Etrumeus teres;2004;1,932183074
87;Etrumeus teres;2005;1,92567642
87;Etrumeus teres;2006;1,920982746
87;Etrumeus teres;2007;1,864675099
87;Etrumeus teres;2008;1,827668838
87;Etrumeus teres;2009;1,766239607
87;Etrumeus teres;2010;1,673212357
87;Etrumeus teres;2011;1,515390404
87;Etrumeus teres;2012;1,276254
87;Etrumeus teres;2013;1,00582935
87;Fistularia corneta;2004;0,836728118
87;Fistularia corneta;2005;0,590757369
87;Fistularia corneta;2006;0,432465987
87;Fistularia corneta;2007;1,57205338
87;Fistularia corneta;2008;1,476313228
87;Fistularia corneta;2009;1,455117575
87;Fistularia corneta;2010;1,485963154
87;Fistularia corneta;2011;1,420318657
87;Fistularia corneta;2012;1,250104476
87;Fistularia corneta;2013;1,134774138
87;Peprilus medius;2004;0,051596426
87;Peprilus medius;2005;0,02837082
87;Peprilus medius;2006;0,015631345
87;Peprilus medius;2007;1,99216729
87;Peprilus medius;2008;1,982420379
87;Peprilus medius;2009;1,98898518
87;Peprilus medius;2010;1,968648208
87;Peprilus medius;2011;1,866010034
87;Peprilus medius;2012;1,53933047
87;Peprilus medius;2013;1,066072522
87;Protrachypene precipua;2005;1,112103911
87;Protrachypene precipua;2006;1,46907963
87;Protrachypene precipua;2007;1,490440082
87;Protrachypene precipua;2008;1,380602068
87;Protrachypene precipua;2009;1,379664388
87;Protrachypene precipua;2010;1,495608829
87;Protrachypene precipua;2011;1,266489751
87;Protrachypene precipua;2012;1,05663826
87;Protrachypene precipua;2013;0,645049633
87;Protrachypene precipua;2014;0,436103782
87;Sardinops sagax;1981;0,961392264
87;Sardinops sagax;1982;0,767986827
87;Sardinops sagax;1983;0,735636686
87;Sardinops sagax;1984;0,595946141
87;Sardinops sagax;1985;0,787784588
87;Sardinops sagax;1986;1,388227321
87;Sardinops sagax;1987;1,641976472
87;Sardinops sagax;1988;1,631848222
87;Sardinops sagax;1989;1,795160395
87;Sardinops sagax;1990;1,955310097
87;Sardinops sagax;1991;1,955081154
87;Sardinops sagax;1992;1,942297654
87;Sardinops sagax;1993;1,919287198
87;Sardinops sagax;1994;1,879950156
87;Sardinops sagax;1995;1,804777676
87;Sardinops sagax;1996;1,703323446
87;Sardinops sagax;1997;1,908891627
87;Sardinops sagax;1998;1,927755926
87;Sardinops sagax;1999;1,899688828
87;Sardinops sagax;2000;1,849705894
87;Sardinops sagax;2001;1,832267482
87;Sardinops sagax;2002;1,766225653
87;Sardinops sagax;2003;1,662171861
87;Sardinops sagax;2004;1,498793835
87;Sardinops sagax;2005;1,27074794
87;Sardinops sagax;2006;1,016166825
87;Sardinops sagax2;1981;0,922063094
87;Sardinops sagax2;1982;0,764382641
87;Sardinops sagax2;1983;0,735831258
87;Sardinops sagax2;1984;0,597295172
87;Sardinops sagax2;1985;0,790003416
87;Sardinops sagax2;1986;1,391290298
87;Sardinops sagax2;1987;1,645822119
87;Sardinops sagax2;1988;1,636885142
87;Sardinops sagax2;1989;1,801599129
87;Sardinops sagax2;1990;1,963229079
87;Sardinops sagax2;1991;1,964828845
87;Sardinops sagax2;1992;1,954269265
87;Sardinops sagax2;1993;1,933930932
87;Sardinops sagax2;1994;1,897756243
87;Sardinops sagax2;1995;1,82644337
87;Sardinops sagax2;1996;1,729962757
87;Sardinops sagax2;1997;1,942979658
87;Sardinops sagax2;1998;1,971996664
87;Sardinops sagax2;1999;1,957520584
87;Sardinops sagax2;2000;1,937007282
87;Sardinops sagax2;2001;1,952708157
87;Sardinops sagax2;2002;1,975506916
87;Sardinops sagax2;2003;1,970802912
87;Sardinops sagax2;2004;1,963710462
87;Sardinops sagax2;2005;1,954556535
87;Sardinops sagax2;2006;1,942039757
87;Sardinops sagax2;2007;1,925326563
87;Sardinops sagax2;2008;1,870823571
87;Sardinops sagax2;2009;1,82520654
87;Sardinops sagax2;2010;1,75722075
87;Sardinops sagax2;2011;1,651908735
87;Sardinops sagax2;2012;1,487461189
87;Sardinops sagax2;2013;1,259543154
87;Sardinops sagax2;2014;1,005720183
87;Scomber japonicus;1981;1,150504612
87;Scomber japonicus;1982;1,239600443
87;Scomber japonicus;1983;1,420084153
87;Scomber japonicus;1984;1,428737482
87;Scomber japonicus;1985;1,523956756
87;Scomber japonicus;1986;1,642008903
87;Scomber japonicus;1987;1,713569149
87;Scomber japonicus;1988;1,722159687
87;Scomber japonicus;1989;1,806652803
87;Scomber japonicus;1990;1,844792541
87;Scomber japonicus;1991;1,855079431
87;Scomber japonicus;1992;1,854207894
87;Scomber japonicus;1993;1,832820865
87;Scomber japonicus;1994;1,821688402
87;Scomber japonicus;1995;1,797871034
87;Scomber japonicus;1996;1,781895946
87;Scomber japonicus;1997;1,770292798
87;Scomber japonicus;1998;1,835629403
87;Scomber japonicus;1999;1,824215625
87;Scomber japonicus;2000;1,797531933
87;Scomber japonicus;2001;1,801402591
87;Scomber japonicus;2002;1,810970604
87;Scomber japonicus;2003;1,778491145
87;Scomber japonicus;2004;1,7469612
87;Scomber japonicus;2005;1,71844813
87;Scomber japonicus;2006;1,727113103
87;Scomber japonicus;2007;1,6434157
87;Scomber japonicus;2008;1,571294798
87;Scomber japonicus;2009;1,488807331
87;Scomber japonicus;2010;1,39586988
87;Scomber japonicus;2011;1,272693836
87;Scomber japonicus;2012;1,146905407
87;Scomber japonicus;2013;1,03582456
87;Trachurus murphyi;1990;0,986069331
87;Trachurus murphyi;1991;0,776764957
87;Trachurus murphyi;1992;0,724719495
87;Trachurus murphyi;1993;0,658805822
87;Trachurus murphyi;1994;0,551939573
87;Trachurus murphyi;1995;0,589682071
87;Trachurus murphyi;1996;1,240333652
87;Trachurus murphyi;1997;1,380871488
87;Trachurus murphyi;1998;1,404487182
87;Trachurus murphyi;1999;1,406435935
87;Trachurus murphyi;2000;1,370272404
87;Trachurus murphyi;2001;1,267308321
87;Trachurus murphyi;2002;1,839867986
87;Trachurus murphyi;2003;1,810705138
87;Trachurus murphyi;2004;1,774707305
87;Trachurus murphyi;2005;1,730632519
87;Trachurus murphyi;2006;1,676175044
87;Trachurus murphyi;2007;1,522384448
87;Trachurus murphyi;2008;1,419457222
87;Trachurus murphyi;2009;1,30009182
87;Trachurus murphyi;2010;1,179760726
87;Trachurus murphyi;2011;1,364464577
87;Trachurus murphyi;2012;1,224223963
87;Trachurus murphyi;2013;1,094253069
